
Word 1		Word 2		Subsumer					Similarity
মুখ		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
মাথা		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
পা		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
আঙুল		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
কব্জি		কনুই		হাতের_অংশ কর_ভাগ হস্ত_ভাগ পাণি_ভাগ					1.8744691179161412
হাঁটু		কনুই							1.8744691179161412
গোড়ালি		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
চোখ		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.0
জিভ		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.1154772174199357
ত্বক		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
গলা		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
পেট		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
কোমর		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
ঠোঁট		কনুই		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
হাত		পেট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
কান		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
দাঁত		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
নাক		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
চুল		পেট		প্রাকৃতিক_বস্তু নৈসর্গিক_বস্তু					0.7369655941662062
মুখ		পেট		পেট মুখ					Infinity
মাথা		পেট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
পা		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
আঙুল		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
কব্জি		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
হাঁটু		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
গোড়ালি		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
চোখ		পেট		ভাগ অংশ					0.6780719051126377
জিভ		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
ত্বক		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
গলা		পেট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
কনুই		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
কোমর		পেট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
ঠোঁট		পেট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
হাত		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
কান		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.1154772174199357
দাঁত		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.1154772174199357
নাক		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.1154772174199357
চুল		কোমর		প্রাকৃতিক_বস্তু নৈসর্গিক_বস্তু					0.6520766965796931
মুখ		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
মাথা		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
পা		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
আঙুল		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
কব্জি		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
হাঁটু		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
গোড়ালি		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
চোখ		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.1154772174199357
জিভ		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
ত্বক		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
গলা		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
কনুই		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
পেট		কোমর		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
ঠোঁট		কোমর		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
হাত		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
কান		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
দাঁত		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
নাক		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
চুল		ঠোঁট		প্রাকৃতিক_বস্তু নৈসর্গিক_বস্তু					0.7369655941662062
মুখ		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
মাথা		ঠোঁট		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
পা		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
আঙুল		ঠোঁট		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
কব্জি		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
হাঁটু		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
গোড়ালি		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
চোখ		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.263034405833794
জিভ		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
ত্বক		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.7369655941662063
গলা		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
কনুই		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					1.459431618637297
পেট		ঠোঁট		শারীরিক_ভাগ শারীরিক_অংশ					2.1699250014423126
কোমর		ঠোঁট		বাহ্য_শারীরিক_ভাগ বাহ্য_শারীরিক_অঙ্গ					2.321928094887362
